method,curve_key,accuracy,correct,n,avg_flops_tflops,pct_lrm_flops,distance_to_ba80_tflops,distance_to_ba80_pct_lrm,regen_ratio,threshold,checkpoint,checkpoint_file,checkpoint_dir,checkpoint_kind,lambda,seed,epoch
TRIM-Agg,ppo_agg,61.0,122,200,441.999253,99.12950689336206,85.29476260000001,19.129506893362063,0.9976494291470785,0.6977,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,20
TRIM-Agg,ppo_agg,62.0,124,200,442.297593,99.19641718084748,85.59310260000001,19.196417180847476,0.9748153122901276,0.7435,trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,best,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,442.307953,99.1987406727639,85.6034626,19.198740672763904,0.9780053727333781,0.6449,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,55.00000000000001,110,200,270.986453,60.77556303171225,85.71803740000001,19.224436968287748,0.6465748824714573,0.70715,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,20
TRIM-Agg,ppo_agg,62.0,124,200,442.590753,99.26216572237466,85.88626260000001,19.26216572237466,0.9758226997985225,0.7257,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,442.590753,99.26216572237466,85.88626260000001,19.26216572237466,0.9758226997985225,0.7257,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,442.676433,99.28138162849434,85.97194259999998,19.281381628494344,0.9796843519140362,0.64455,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,442.832953,99.31648519555615,86.12846259999998,19.316485195556155,0.9805238415043653,0.74105,trim_agg_omnimath13_to34_point_search_lam5e-6_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam5e-6_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam5e-6_seed1,epoch,5e-06,1,30
TRIM-Agg,ppo_agg,62.0,124,200,442.877333,99.32643853254953,86.17284260000002,19.32643853254953,0.9781732706514439,0.72535,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,442.877333,99.32643853254953,86.17284260000002,19.32643853254953,0.9781732706514439,0.72535,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,61.0,122,200,442.896373,99.33070873390946,86.19188259999999,19.33070873390946,0.9988247145735393,0.69735,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,20
TRIM-Agg,ppo_agg,62.0,124,200,442.897633,99.33099132076416,86.19314259999999,19.330991320764156,0.9788448623237072,0.74315,trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,best,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,442.923113,99.33670585493701,86.2186226,19.33670585493701,0.9815312290127602,0.6442,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,61.5,123,200,442.989333,99.35155736407853,86.28484259999999,19.35155736407853,0.9993284083277367,0.697,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,20
TRIM-Agg,ppo_agg,61.5,123,200,443.055833,99.36647167029888,86.35134260000001,19.36647167029888,0.9996642041638684,0.69665,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,20
TRIM-Agg,ppo_agg,61.5,123,200,443.055833,99.36647167029888,86.35134260000001,19.36647167029888,0.9996642041638684,0.6963,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,20
TRIM-Agg,ppo_agg,61.5,123,200,443.055833,99.36647167029888,86.35134260000001,19.36647167029888,0.9996642041638684,0.69595,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,20
TRIM-Agg,ppo_agg,61.5,123,200,443.055833,99.36647167029888,86.35134260000001,19.36647167029888,0.9996642041638684,0.6956,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0020.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,20
TRIM-Agg,ppo_agg,62.0,124,200,443.134233,99.3840548523692,86.4297426,19.384054852369204,0.9811954331766286,0.725,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,443.134233,99.3840548523692,86.4297426,19.384054852369204,0.9811954331766286,0.725,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,443.153133,99.38829365518971,86.44864260000003,19.388293655189713,0.9843854936198791,0.64385,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,443.271993,99.41495101514988,86.56750260000001,19.41495101514988,0.9816991269308261,0.7428,trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,best,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,443.301673,99.42160750550507,86.5971826,19.421607505505065,0.982706514439221,0.72465,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,443.301673,99.42160750550507,86.5971826,19.421607505505065,0.982706514439221,0.72465,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,270.099973,60.57674748016012,86.60451740000002,19.423252519839878,0.46373404969778376,0.75615,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,270.099973,60.57674748016012,86.60451740000002,19.423252519839878,0.46373404969778376,0.75615,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,443.601693,99.48889457546342,86.89720260000001,19.48889457546342,0.9848891873740766,0.7243,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,443.601693,99.48889457546342,86.89720260000001,19.48889457546342,0.9848891873740766,0.7243,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,443.610653,99.49090408198575,86.90616260000002,19.490904081985747,0.9842175957018133,0.74245,trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,best,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,443.761013,99.52462611331343,87.0565226,19.52462611331343,0.9857286769644057,0.6435,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,443.851173,99.5448467726943,87.14668260000002,19.5448467726943,0.9864002686366689,0.72395,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,443.851173,99.5448467726943,87.14668260000002,19.5448467726943,0.9864002686366689,0.72395,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,443.929153,99.56233575914636,87.22466259999999,19.562335759146364,0.9858965748824715,0.7407,trim_agg_omnimath13_to34_point_search_lam5e-6_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam5e-6_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam5e-6_seed1,epoch,5e-06,1,30
TRIM-Agg,ppo_agg,62.0,124,200,443.929573,99.5624299547646,87.22508260000001,19.562429954764596,0.9875755540631296,0.7236,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,443.929573,99.5624299547646,87.22508260000001,19.562429954764596,0.9875755540631296,0.7236,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,444.091553,99.59875806486342,87.38706259999998,19.598758064863418,0.9867360644728005,0.7421,trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,best,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,444.120813,99.6053203596004,87.4163226,19.605320359600398,0.9870718603089321,0.64315,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,60.0,120,200,269.247233,60.3854989766061,87.4572574,19.6145010233939,0.48069173942243115,0.68375,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,444.190533,99.62095683222721,87.48604260000002,19.620956832227208,0.988079247817327,0.6428,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,444.424893,99.67351798720165,87.7204026,19.67351798720165,0.9897582269979852,0.64245,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,444.532973,99.69775765962716,87.82848260000003,19.697757659627158,0.9904298186702485,0.74035,trim_agg_omnimath13_to34_point_search_lam5e-6_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam5e-6_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam5e-6_seed1,epoch,5e-06,1,30
TRIM-Agg,ppo_agg,62.0,124,200,444.576233,99.70745980830525,87.8717426,19.707459808305245,0.9890866353257219,0.74175,trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,best,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,444.623973,99.71816671024447,87.91948259999998,19.718166710244475,0.9897582269979852,0.72325,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,444.623973,99.71816671024447,87.91948259999998,19.718166710244475,0.9897582269979852,0.72325,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,444.686553,99.73220185736132,87.9820626,19.732201857361318,0.9904298186702485,0.7229,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,444.686553,99.73220185736132,87.9820626,19.732201857361318,0.9904298186702485,0.7229,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,444.688513,99.73264143691307,87.9840226,19.73264143691307,0.9912693082605776,0.6421,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,444.761453,99.74900007594634,88.05696260000002,19.74900007594634,0.9911014103425118,0.7414,trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,best,0.0,1,
TRIM-Agg,ppo_agg,61.0,122,200,268.616113,60.24395436094011,88.08837740000001,19.75604563905989,0.43636668905305576,0.71765,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0010.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0010.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,10
TRIM-Agg,ppo_agg,62.0,124,200,444.824873,99.76322361429966,88.12038260000003,19.763223614299662,0.9922766957689725,0.64175,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,444.891513,99.7781693190594,88.18702259999998,19.7781693190594,0.9931161853593016,0.6414,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,444.899633,99.77999043434525,88.1951426,19.77999043434525,0.9914372061786434,0.72255,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,444.899633,99.77999043434525,88.1951426,19.77999043434525,0.9914372061786434,0.72255,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,444.951293,99.79157649538803,88.24680260000002,19.79157649538803,0.9921087978509067,0.7222,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,444.951293,99.79157649538803,88.24680260000002,19.79157649538803,0.9921087978509067,0.7222,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,444.954373,99.79226726325507,88.24988259999998,19.79226726325507,0.9919408999328408,0.74105,trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,best,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,444.986153,99.79939473170143,88.2816626,19.799394731701426,0.9927803895231699,0.74,trim_agg_omnimath13_to34_point_search_lam5e-6_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam5e-6_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam5e-6_seed1,epoch,5e-06,1,30
TRIM-Agg,ppo_agg,61.0,122,200,445.112013,99.82762201863216,88.4075226,19.827622018632155,0.9961383478844862,0.3932,trim_agg_omnimath13_to34_point_search_lam1e-4_seed1/epoch_0020.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam1e-4_seed1/epoch_0020.pt,trim_agg_omnimath13_to34_point_search_lam1e-4_seed1,epoch,0.0001,1,20
TRIM-Agg,ppo_agg,62.0,124,200,445.169553,99.84052681833019,88.46506260000001,19.84052681833019,0.9927803895231699,0.7407,trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,best,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,445.187193,99.84448303429599,88.48270259999998,19.84448303429599,0.9931161853593016,0.72185,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,445.187193,99.84448303429599,88.48270259999998,19.84448303429599,0.9931161853593016,0.72185,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,445.199233,99.84718330868537,88.4947426,19.847183308685374,0.9941235728676965,0.64105,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,445.259153,99.8606218835534,88.55466260000003,19.860621883553407,0.9947951645399598,0.6407,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,445.270913,99.86325936086395,88.56642260000001,19.86325936086395,0.993619879113499,0.7215,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,445.270913,99.86325936086395,88.56642260000001,19.86325936086395,0.993619879113499,0.7215,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,445.286033,99.86665040312035,88.58154259999998,19.866650403120346,0.9951309603760914,0.64035,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,62.0,124,200,445.337413,99.8781736670843,88.63292260000003,19.878173667084297,0.9958025520483546,0.64,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam2e-5_seed1/epoch_0030.pt,trim_agg_omnimath13_to34_point_search_lam2e-5_seed1,epoch,2e-05,1,30
TRIM-Agg,ppo_agg,61.5,123,200,445.366813,99.88476736036066,88.66232259999998,19.884767360360655,0.9969778374748153,0.39285,trim_agg_omnimath13_to34_point_search_lam1e-4_seed1/epoch_0020.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam1e-4_seed1/epoch_0020.pt,trim_agg_omnimath13_to34_point_search_lam1e-4_seed1,epoch,0.0001,1,20
TRIM-Agg,ppo_agg,62.0,124,200,445.392713,99.89057609015174,88.68822260000002,19.89057609015174,0.9932840832773674,0.74035,trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,best,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,445.399713,99.89214601712231,88.69522260000002,19.892146017122315,0.9946272666218939,0.72115,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,445.399713,99.89214601712231,88.69522260000002,19.892146017122315,0.9946272666218939,0.72115,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
TRIM-Agg,ppo_agg,62.0,124,200,445.454173,99.9043600489533,88.74968260000003,19.904360048953293,0.9946272666218939,0.74,trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/best.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,best,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,445.455993,99.90476822996563,88.75150259999998,19.904768229965626,0.9976494291470785,0.3925,trim_agg_omnimath13_to34_point_search_lam1e-4_seed1/epoch_0020.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam1e-4_seed1/epoch_0020.pt,trim_agg_omnimath13_to34_point_search_lam1e-4_seed1,epoch,0.0001,1,20
TRIM-Agg,ppo_agg,62.0,124,200,445.505413,99.91585191437781,88.80092259999998,19.91585191437781,0.9961383478844862,0.7208,trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/final.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,final,0.0,1,
TRIM-Agg,ppo_agg,62.0,124,200,445.505413,99.91585191437781,88.80092259999998,19.91585191437781,0.9961383478844862,0.7208,trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,checkpoints/trim_agg_omnimath13_to34_point_search_lam0_seed1/epoch_0040.pt,trim_agg_omnimath13_to34_point_search_lam0_seed1,epoch,0.0,1,40
